Date,Mode,Category,Remark,Amount,Income_Expense,Transaction_id
10-08-2022,UPI,Communication,mobile recharge,454,Expense,TXN2366
10-08-2022,Cheque,Education,exam fees,13299,Expense,TXN2367
10-08-2022,Mobile Wallet,Rewards,cashback,125,Income,TXN2368
10-08-2022,Mobile Wallet,Discretionary,electronics,353,Expense,TXN2369
10-08-2022,Mobile Wallet,Groceries,biscuits,293,Expense,TXN2370
10-08-2022,Debit Card,Utilities,water bill,968,Expense,TXN2371
11-08-2022,Debit Card,Financial Dues,credit card bill,7401,Expense,TXN2372
11-08-2022,UPI,Groceries,non-veg items,328,Expense,TXN2373
11-08-2022,Cash,Healthcare,vitamins,261,Expense,TXN2374
12-08-2022,Debit Card,Utilities,electricity bill,620,Expense,TXN2375
12-08-2022,Cash,Groceries,spices,185,Expense,TXN2376
12-08-2022,Cash,Groceries,oats,220,Expense,TXN2377
12-08-2022,Credit Card,Interest,bond interest,7888,Income,TXN2378
14-08-2022,Mobile Wallet,Rewards,wallet cashback,164,Income,TXN2379
14-08-2022,Debit Card,Communication,landline bill,670,Expense,TXN2380
15-08-2022,UPI,Care Essentials,salon visit,273,Expense,TXN2381
15-08-2022,Credit Card,Communication,DTH recharge,836,Expense,TXN2382
15-08-2022,Cash,Communication,internet bill,396,Expense,TXN2383
15-08-2022,Debit Card,Utilities,gas bill,586,Expense,TXN2384
15-08-2022,Debit Card,Groceries,bigbasket order,1796,Expense,TXN2385
15-08-2022,UPI,Care Essentials,contact lens solution,348,Expense,TXN2386
16-08-2022,Cash,Groceries,dry fruits,418,Expense,TXN2387
16-08-2022,Debit Card,Education,library fees,2767,Expense,TXN2388
17-08-2022,Cash,Miscellaneous,rebate amount,439,Income,TXN2389
17-08-2022,Cash,Care Essentials,pet grooming,192,Expense,TXN2390
17-08-2022,Net Banking,Education,library fees,10763,Expense,TXN2391
18-08-2022,Credit Card,Stocks,mutual fund profit,989,Income,TXN2392
18-08-2022,Cash,Groceries,biscuits,99,Expense,TXN2393
19-08-2022,Credit Card,Stocks,stock profit,1883,Income,TXN2394
19-08-2022,Cash,Groceries,sugar,259,Expense,TXN2395
19-08-2022,Mobile Wallet,Miscellaneous,expense reimbursement,391,Income,TXN2396
20-08-2022,Cash,Groceries,masala powders,100,Expense,TXN2397
21-08-2022,Credit Card,Financial Dues,car loan EMI,4873,Expense,TXN2398
21-08-2022,UPI,Groceries,non-veg items,426,Expense,TXN2399
22-08-2022,UPI,Groceries,non-veg items,269,Expense,TXN2400
23-08-2022,Mobile Wallet,Groceries,oats,169,Expense,TXN2401
24-08-2022,Other,Education,stationery,11792,Expense,TXN2402
25-08-2022,Mobile Wallet,Groceries,honey,223,Expense,TXN2403
25-08-2022,UPI,Groceries,snacks,91,Expense,TXN2404
25-08-2022,UPI,Domestic Help,laundry service,218,Expense,TXN2405
25-08-2022,UPI,Miscellaneous,birthday expense,177,Expense,TXN2406
25-08-2022,Debit Card,Groceries,dry fruits,579,Expense,TXN2407
25-08-2022,Mobile Wallet,Miscellaneous,fine payment,55,Expense,TXN2408
26-08-2022,Mobile Wallet,Miscellaneous,unexpected repairs,476,Expense,TXN2409
26-08-2022,UPI,Groceries,pickles,134,Expense,TXN2410
26-08-2022,Credit Card,Financial Dues,insurance premium,9413,Expense,TXN2411
26-08-2022,UPI,Care Essentials,beauty products,227,Expense,TXN2412
27-08-2022,Cash,Transportation,bike service,441,Expense,TXN2413
27-08-2022,UPI,Rewards,app cashback,101,Income,TXN2414
28-08-2022,Debit Card,Enrichment,musical instrument,879,Expense,TXN2415
01-09-2022,Credit Card,Financial Dues,retirement fund,3702,Expense,TXN2416
01-09-2022,Cash,Groceries,oats,188,Expense,TXN2417
01-09-2022,UPI,Groceries,snacks,192,Expense,TXN2418
01-09-2022,Cash,Care Essentials,shampoo,235,Expense,TXN2419
02-09-2022,Debit Card,Discretionary,food delivery,908,Expense,TXN2420
03-09-2022,Debit Card,Financial Dues,gold loan EMI,8521,Expense,TXN2421
03-09-2022,Cash,Groceries,dry fruits,204,Expense,TXN2422
03-09-2022,Cheque,Rent,maintenance charges,14901,Expense,TXN2423
04-09-2022,Debit Card,Financial Dues,credit card bill,3710,Expense,TXN2424
04-09-2022,Credit Card,Groceries,dry fruits,695,Expense,TXN2425
04-09-2022,Credit Card,Enrichment,karate lessons,943,Expense,TXN2426
05-09-2022,Debit Card,Utilities,waste collection,537,Expense,TXN2427
05-09-2022,Bank Transfer,Pension,family pension,47046,Income,TXN2428
05-09-2022,Cheque,Salary,annual bonus,67647,Income,TXN2429
05-09-2022,Credit Card,Stocks,mutual fund profit,976,Income,TXN2430
06-09-2022,Mobile Wallet,Miscellaneous,birthday expense,482,Expense,TXN2431
06-09-2022,Cash,Groceries,spices,126,Expense,TXN2432
06-09-2022,Bank Transfer,Education,stationery,10104,Expense,TXN2433
06-09-2022,Credit Card,Education,books,9144,Expense,TXN2434
06-09-2022,Debit Card,Utilities,water bill,878,Expense,TXN2435
07-09-2022,Mobile Wallet,Rewards,cashback,86,Income,TXN2436
07-09-2022,Credit Card,Rent,rent received from tenant,6603,Income,TXN2437
07-09-2022,Debit Card,Financial Dues,tax payment,5161,Expense,TXN2438
07-09-2022,Cash,Groceries,cornflakes,201,Expense,TXN2439
07-09-2022,UPI,Domestic Help,driver salary,228,Expense,TXN2440
08-09-2022,Mobile Wallet,Healthcare,blood test,346,Expense,TXN2441
08-09-2022,Mobile Wallet,Groceries,non-veg items,255,Expense,TXN2442
08-09-2022,Debit Card,Utilities,gas bill,753,Expense,TXN2443
08-09-2022,Credit Card,Interest,FD interest,8082,Income,TXN2444
08-09-2022,Cheque,Education,college fees,12324,Expense,TXN2445
08-09-2022,Credit Card,Communication,mobile recharge,517,Expense,TXN2446
09-09-2022,UPI,Groceries,curd,278,Expense,TXN2447
09-09-2022,Cash,Communication,internet bill,292,Expense,TXN2448
10-09-2022,Credit Card,Interest,post office interest,8690,Income,TXN2449
10-09-2022,Credit Card,Discretionary,gaming,600,Expense,TXN2450
10-09-2022,Debit Card,Education,stationery,8066,Expense,TXN2451
10-09-2022,Debit Card,Communication,landline bill,736,Expense,TXN2452
10-09-2022,Mobile Wallet,Groceries,veggies,108,Expense,TXN2453
11-09-2022,Debit Card,Utilities,sewer charges,672,Expense,TXN2454
11-09-2022,Mobile Wallet,Miscellaneous,fine payment,363,Expense,TXN2455
11-09-2022,Debit Card,Utilities,electricity bill,725,Expense,TXN2456
11-09-2022,Mobile Wallet,Care Essentials,baby care items,351,Expense,TXN2457
11-09-2022,Debit Card,Financial Dues,personal loan EMI,2120,Expense,TXN2458
12-09-2022,Credit Card,Communication,cable tv bill,569,Expense,TXN2459
12-09-2022,UPI,Groceries,curd,164,Expense,TXN2460
12-09-2022,Mobile Wallet,Groceries,festival snacks,476,Expense,TXN2461
13-09-2022,Debit Card,Communication,DTH recharge,726,Expense,TXN2462
13-09-2022,Credit Card,Enrichment,magazine subscription,862,Expense,TXN2463
14-09-2022,UPI,Care Essentials,contact lens solution,143,Expense,TXN2464
15-09-2022,Credit Card,Enrichment,magazine subscription,810,Expense,TXN2465
16-09-2022,Mobile Wallet,Miscellaneous,insurance claim,201,Income,TXN2466
16-09-2022,UPI,Rewards,referral bonus,80,Income,TXN2467
16-09-2022,UPI,Groceries,snacks,265,Expense,TXN2468
17-09-2022,Debit Card,Groceries,non-veg items,706,Expense,TXN2469
18-09-2022,Credit Card,Healthcare,first aid,700,Expense,TXN2470
18-09-2022,Credit Card,Groceries,non-veg items,694,Expense,TXN2471
18-09-2022,Cash,Groceries,fruits,297,Expense,TXN2472
19-09-2022,Cash,Groceries,popcorn,170,Expense,TXN2473
20-09-2022,UPI,Rewards,loyalty points,59,Income,TXN2474
20-09-2022,Debit Card,Stocks,stock dividend,1609,Income,TXN2475
22-09-2022,Cash,Care Essentials,toothpaste,188,Expense,TXN2476
22-09-2022,Debit Card,Education,online course,2387,Expense,TXN2477
23-09-2022,Debit Card,Healthcare,health checkup,918,Expense,TXN2478
23-09-2022,Debit Card,Groceries,dry fruits,740,Expense,TXN2479
23-09-2022,Mobile Wallet,Miscellaneous,membership fees,406,Expense,TXN2480
24-09-2022,Credit Card,Groceries,amazon fresh order,2574,Expense,TXN2481
24-09-2022,Mobile Wallet,Groceries,popcorn,254,Expense,TXN2482
25-09-2022,Credit Card,Groceries,festival snacks,746,Expense,TXN2483
25-09-2022,Credit Card,Domestic Help,laundry service,628,Expense,TXN2484
25-09-2022,UPI,Transportation,tyre change,209,Expense,TXN2485
25-09-2022,UPI,Groceries,fruits,201,Expense,TXN2486
25-09-2022,Mobile Wallet,Miscellaneous,referral bonus,490,Income,TXN2487
26-09-2022,Cash,Care Essentials,deodorant,390,Expense,TXN2488
26-09-2022,Mobile Wallet,Groceries,veggies,176,Expense,TXN2489
28-09-2022,Cash,Groceries,veggies,82,Expense,TXN2490
30-09-2022,Mobile Wallet,Miscellaneous,rebate amount,199,Income,TXN2491
30-09-2022,Cash,Domestic Help,maid fees,450,Expense,TXN2492
01-10-2022,Debit Card,Financial Dues,investment deposit,3878,Expense,TXN2493
01-10-2022,Debit Card,Rent,advance rent received,7541,Income,TXN2494
01-10-2022,Cash,Groceries,festival snacks,456,Expense,TXN2495
02-10-2022,Mobile Wallet,Groceries,veggies,185,Expense,TXN2496
02-10-2022,Mobile Wallet,Groceries,dal,222,Expense,TXN2497
02-10-2022,Mobile Wallet,Groceries,honey,268,Expense,TXN2498
03-10-2022,Credit Card,Healthcare,protein powder,896,Expense,TXN2499
03-10-2022,Net Banking,Pension,superannuation,46184,Income,TXN2500
03-10-2022,Cash,Groceries,fruits,161,Expense,TXN2501
04-10-2022,Credit Card,Financial Dues,credit card bill,6179,Expense,TXN2502
04-10-2022,Cash,Care Essentials,deodorant,132,Expense,TXN2503
05-10-2022,Debit Card,Utilities,gas bill,825,Expense,TXN2504
05-10-2022,Debit Card,Enrichment,karate lessons,950,Expense,TXN2505
05-10-2022,Automatic Payment,Rent,maintenance charges,13240,Expense,TXN2506
06-10-2022,Debit Card,Communication,DTH recharge,817,Expense,TXN2507
07-10-2022,Cheque,Salary,salary arrears,65589,Income,TXN2508
07-10-2022,Cash,Care Essentials,beauty products,173,Expense,TXN2509
07-10-2022,Debit Card,Groceries,dry fruits,692,Expense,TXN2510
08-10-2022,Credit Card,Utilities,waste collection,621,Expense,TXN2511
08-10-2022,Cash,Groceries,jam,298,Expense,TXN2512
09-10-2022,Mobile Wallet,Communication,landline bill,398,Expense,TXN2513
09-10-2022,Debit Card,Utilities,water bill,886,Expense,TXN2514
09-10-2022,Mobile Wallet,Care Essentials,spa,276,Expense,TXN2515
09-10-2022,Credit Card,Financial Dues,bank charges,9642,Expense,TXN2516
09-10-2022,UPI,Groceries,festival snacks,428,Expense,TXN2517
09-10-2022,Mobile Wallet,Groceries,curd,93,Expense,TXN2518
10-10-2022,Credit Card,Utilities,sewer charges,815,Expense,TXN2519
10-10-2022,Bank Transfer,Education,coaching fees,14615,Expense,TXN2520
11-10-2022,UPI,Rewards,survey reward,85,Income,TXN2521
12-10-2022,Cash,Domestic Help,gardener,361,Expense,TXN2522
12-10-2022,Mobile Wallet,Groceries,non-veg items,292,Expense,TXN2523
13-10-2022,Cash,Miscellaneous,rebate amount,62,Income,TXN2524
13-10-2022,Debit Card,Discretionary,gaming,616,Expense,TXN2525
13-10-2022,Debit Card,Financial Dues,car loan EMI,4214,Expense,TXN2526
13-10-2022,UPI,Transportation,battery replacement,246,Expense,TXN2527
13-10-2022,UPI,Rewards,promotion bonus,169,Income,TXN2528
13-10-2022,Mobile Wallet,Healthcare,antiseptic,377,Expense,TXN2529
13-10-2022,Debit Card,Utilities,electricity bill,855,Expense,TXN2530
14-10-2022,Cash,Groceries,chocolate,67,Expense,TXN2531
14-10-2022,Credit Card,Stocks,stock dividend,1980,Income,TXN2532
14-10-2022,Credit Card,Communication,internet bill,564,Expense,TXN2533
15-10-2022,UPI,Groceries,festival snacks,282,Expense,TXN2534
15-10-2022,Credit Card,Communication,cable tv bill,873,Expense,TXN2535
15-10-2022,Cash,Care Essentials,hair oil,174,Expense,TXN2536
15-10-2022,Debit Card,Communication,mobile recharge,716,Expense,TXN2537
16-10-2022,Mobile Wallet,Groceries,chutney,70,Expense,TXN2538
16-10-2022,Cash,Groceries,popcorn,94,Expense,TXN2539
17-10-2022,Credit Card,Interest,treasury yield,8301,Income,TXN2540
17-10-2022,Debit Card,Groceries,festival snacks,537,Expense,TXN2541
17-10-2022,Debit Card,Education,project materials,8833,Expense,TXN2542
17-10-2022,Debit Card,Domestic Help,babysitter,684,Expense,TXN2543
17-10-2022,Cheque,Education,school supplies,13152,Expense,TXN2544
18-10-2022,Cash,Groceries,buttermilk,91,Expense,TXN2545
20-10-2022,UPI,Miscellaneous,tax refund,489,Income,TXN2546
20-10-2022,Mobile Wallet,Miscellaneous,unexpected repairs,201,Expense,TXN2547
20-10-2022,Debit Card,Groceries,festival stuff,2618,Expense,TXN2548
21-10-2022,Debit Card,Interest,interest on loan,5083,Income,TXN2549
22-10-2022,UPI,Groceries,pickles,293,Expense,TXN2550
22-10-2022,Credit Card,Financial Dues,bank charges,2806,Expense,TXN2551
23-10-2022,UPI,Groceries,yogurt,266,Expense,TXN2552
23-10-2022,Credit Card,Enrichment,sports equipment,801,Expense,TXN2553
23-10-2022,Mobile Wallet,Groceries,dry fruits,203,Expense,TXN2554
24-10-2022,Credit Card,Domestic Help,home repair,703,Expense,TXN2555
24-10-2022,Credit Card,Stocks,capital gain,941,Income,TXN2556
24-10-2022,Cash,Care Essentials,deodorant,424,Expense,TXN2557
24-10-2022,Mobile Wallet,Groceries,amul butter,162,Expense,TXN2558
25-10-2022,Debit Card,Education,stationery,1728,Expense,TXN2559
25-10-2022,UPI,Groceries,fruits,168,Expense,TXN2560
26-10-2022,Mobile Wallet,Miscellaneous,insurance claim,51,Income,TXN2561
27-10-2022,Debit Card,Education,project materials,3868,Expense,TXN2562
27-10-2022,Credit Card,Enrichment,art supplies,800,Expense,TXN2563
28-10-2022,Mobile Wallet,Rewards,cashback,195,Income,TXN2564
29-10-2022,Credit Card,Miscellaneous,anniversary expense,500,Expense,TXN2565
30-10-2022,Debit Card,Discretionary,flight tickets,579,Expense,TXN2566
31-10-2022,Debit Card,Healthcare,BP monitor,973,Expense,TXN2567
31-10-2022,UPI,Miscellaneous,anniversary expense,349,Expense,TXN2568
01-11-2022,Credit Card,Financial Dues,car loan EMI,2933,Expense,TXN2569
01-11-2022,Debit Card,Discretionary,concert tickets,658,Expense,TXN2570
01-11-2022,Credit Card,Rent,advance rent received,6494,Income,TXN2571
02-11-2022,Mobile Wallet,Groceries,fruits,238,Expense,TXN2572
02-11-2022,Cash,Groceries,spices,162,Expense,TXN2573
03-11-2022,Mobile Wallet,Miscellaneous,legal fees,459,Expense,TXN2574
03-11-2022,UPI,Rewards,loyalty points,126,Income,TXN2575
03-11-2022,Debit Card,Enrichment,sports coaching,888,Expense,TXN2576
03-11-2022,Credit Card,Groceries,non-veg items,555,Expense,TXN2577
04-11-2022,Debit Card,Domestic Help,car cleaner,598,Expense,TXN2578
04-11-2022,Cash,Groceries,oats,185,Expense,TXN2579
05-11-2022,Cheque,Salary,salary credit,75070,Income,TXN2580
05-11-2022,Debit Card,Utilities,sewer charges,991,Expense,TXN2581
05-11-2022,Debit Card,Communication,DTH recharge,638,Expense,TXN2582
05-11-2022,Mobile Wallet,Healthcare,first aid,231,Expense,TXN2583
06-11-2022,Other,Pension,retirement benefits,41807,Income,TXN2584
06-11-2022,Mobile Wallet,Care Essentials,soap,147,Expense,TXN2585
06-11-2022,Cash,Miscellaneous,deposit return,416,Income,TXN2586
07-11-2022,UPI,Groceries,oats,299,Expense,TXN2587
07-11-2022,Debit Card,Communication,landline bill,885,Expense,TXN2588
07-11-2022,Other,Rent,monthly rent for hostel,14381,Expense,TXN2589
07-11-2022,Credit Card,Communication,mobile recharge,862,Expense,TXN2590
08-11-2022,Credit Card,Communication,internet bill,760,Expense,TXN2591
08-11-2022,Mobile Wallet,Care Essentials,haircut,295,Expense,TXN2592
08-11-2022,Net Banking,Education,coaching fees,14856,Expense,TXN2593
08-11-2022,Cash,Groceries,popcorn,298,Expense,TXN2594
08-11-2022,Debit Card,Stocks,mutual fund profit,569,Income,TXN2595
09-11-2022,UPI,Groceries,masala powders,282,Expense,TXN2596
09-11-2022,Credit Card,Discretionary,shopping,835,Expense,TXN2597
09-11-2022,Credit Card,Communication,cable tv bill,988,Expense,TXN2598
09-11-2022,Debit Card,Utilities,waste collection,852,Expense,TXN2599
09-11-2022,Debit Card,Financial Dues,gold loan EMI,7226,Expense,TXN2600
09-11-2022,Debit Card,Utilities,electricity bill,998,Expense,TXN2601
10-11-2022,UPI,Miscellaneous,subscription,106,Expense,TXN2602
10-11-2022,Credit Card,Enrichment,musical instrument,842,Expense,TXN2603
10-11-2022,Other,Education,school supplies,10547,Expense,TXN2604
11-11-2022,Debit Card,Healthcare,eye checkup,835,Expense,TXN2605
12-11-2022,UPI,Groceries,festival snacks,276,Expense,TXN2606
13-11-2022,Mobile Wallet,Miscellaneous,expense reimbursement,418,Income,TXN2607
13-11-2022,Debit Card,Education,stationery,7965,Expense,TXN2608
13-11-2022,Credit Card,Education,stationery,2050,Expense,TXN2609
13-11-2022,Credit Card,Utilities,water bill,995,Expense,TXN2610
13-11-2022,Debit Card,Miscellaneous,emergency expense,500,Expense,TXN2611
13-11-2022,Debit Card,Domestic Help,house painting,1431,Expense,TXN2612
14-11-2022,UPI,Groceries,yogurt,105,Expense,TXN2613
15-11-2022,Debit Card,Utilities,gas bill,914,Expense,TXN2614
16-11-2022,Debit Card,Groceries,cleaning supplies,1037,Expense,TXN2615
16-11-2022,Mobile Wallet,Miscellaneous,insurance claim,284,Income,TXN2616
16-11-2022,Credit Card,Financial Dues,gold loan EMI,7350,Expense,TXN2617
17-11-2022,Mobile Wallet,Groceries,salt,106,Expense,TXN2618
18-11-2022,Cash,Rewards,referral bonus,178,Income,TXN2619
18-11-2022,Credit Card,Stocks,dividend income,1135,Income,TXN2620
19-11-2022,UPI,Groceries,non-veg items,314,Expense,TXN2621
19-11-2022,Cash,Groceries,non-veg items,201,Expense,TXN2622
19-11-2022,Cash,Rewards,discount voucher,148,Income,TXN2623
20-11-2022,UPI,Care Essentials,deodorant,361,Expense,TXN2624
20-11-2022,Mobile Wallet,Groceries,ice cream,173,Expense,TXN2625
20-11-2022,Mobile Wallet,Groceries,tea,216,Expense,TXN2626
21-11-2022,Cash,Care Essentials,haircut,198,Expense,TXN2627
21-11-2022,Cash,Care Essentials,pet food,337,Expense,TXN2628
21-11-2022,Mobile Wallet,Groceries,masala powders,200,Expense,TXN2629
22-11-2022,Credit Card,Domestic Help,babysitter,1278,Expense,TXN2630
23-11-2022,Debit Card,Interest,bond interest,5027,Income,TXN2631
24-11-2022,Credit Card,Enrichment,magazine subscription,802,Expense,TXN2632
24-11-2022,Cash,Groceries,tea,123,Expense,TXN2633
24-11-2022,Credit Card,Groceries,festival snacks,679,Expense,TXN2634
25-11-2022,Mobile Wallet,Groceries,masala powders,229,Expense,TXN2635
25-11-2022,Credit Card,Financial Dues,education loan EMI,9929,Expense,TXN2636
25-11-2022,Debit Card,Financial Dues,PPF deposit,8919,Expense,TXN2637
26-11-2022,Credit Card,Interest,interest on loan,5615,Income,TXN2638
26-11-2022,Credit Card,Groceries,non-veg items,561,Expense,TXN2639
27-11-2022,Mobile Wallet,Groceries,chips,213,Expense,TXN2640
27-11-2022,Debit Card,Healthcare,vitamins,550,Expense,TXN2641
28-11-2022,Cash,Groceries,popcorn,252,Expense,TXN2642
28-11-2022,Credit Card,Education,online course,6917,Expense,TXN2643
28-11-2022,Debit Card,Transportation,diesel,639,Expense,TXN2644
01-12-2022,Debit Card,Education,exam fees,1360,Expense,TXN2645
01-12-2022,Net Banking,Salary,salary advance,73324,Income,TXN2646
01-12-2022,Debit Card,Groceries,festival snacks,584,Expense,TXN2647
02-12-2022,Cash,Groceries,coffee,125,Expense,TXN2648
02-12-2022,Mobile Wallet,Groceries,honey,188,Expense,TXN2649
03-12-2022,Cash,Groceries,festival snacks,288,Expense,TXN2650
04-12-2022,Credit Card,Financial Dues,home loan EMI,4798,Expense,TXN2651
04-12-2022,Automatic Payment,Rent,HRA deducted from salary,12885,Expense,TXN2652
05-12-2022,Cash,Rewards,loyalty points,194,Income,TXN2653
05-12-2022,UPI,Miscellaneous,deposit return,239,Income,TXN2654
05-12-2022,UPI,Discretionary,electronics,381,Expense,TXN2655
05-12-2022,Debit Card,Utilities,electricity bill,959,Expense,TXN2656
05-12-2022,Cash,Rewards,credit card reward,102,Income,TXN2657
06-12-2022,Net Banking,Pension,senior benefits,41188,Income,TXN2658
06-12-2022,Debit Card,Healthcare,thermometer,825,Expense,TXN2659
06-12-2022,Debit Card,Healthcare,sanitary pads,952,Expense,TXN2660
06-12-2022,Credit Card,Communication,cable tv bill,708,Expense,TXN2661
06-12-2022,Cash,Groceries,sugar,61,Expense,TXN2662
07-12-2022,Mobile Wallet,Care Essentials,shampoo,395,Expense,TXN2663
07-12-2022,Cash,Miscellaneous,insurance claim,135,Income,TXN2664
08-12-2022,Cash,Groceries,dry fruits,426,Expense,TXN2665
08-12-2022,UPI,Groceries,pickles,114,Expense,TXN2666
08-12-2022,Credit Card,Communication,DTH recharge,956,Expense,TXN2667
08-12-2022,UPI,Groceries,ghee,114,Expense,TXN2668
08-12-2022,Debit Card,Utilities,gas bill,839,Expense,TXN2669
09-12-2022,Credit Card,Enrichment,art classes,950,Expense,TXN2670
09-12-2022,Debit Card,Communication,landline bill,525,Expense,TXN2671
09-12-2022,Credit Card,Communication,internet bill,709,Expense,TXN2672
09-12-2022,Credit Card,Rent,security deposit received,6819,Income,TXN2673
10-12-2022,UPI,Care Essentials,sunscreen,293,Expense,TXN2674
10-12-2022,UPI,Groceries,coffee,232,Expense,TXN2675
11-12-2022,Credit Card,Groceries,dry fruits,670,Expense,TXN2676
11-12-2022,Debit Card,Utilities,water bill,784,Expense,TXN2677
11-12-2022,Debit Card,Interest,treasury yield,7509,Income,TXN2678
11-12-2022,Cash,Care Essentials,shaving kit,433,Expense,TXN2679
11-12-2022,Credit Card,Communication,mobile recharge,616,Expense,TXN2680
12-12-2022,Cash,Miscellaneous,birthday expense,214,Expense,TXN2681
12-12-2022,Debit Card,Utilities,sewer charges,751,Expense,TXN2682
12-12-2022,Debit Card,Utilities,waste collection,592,Expense,TXN2683
12-12-2022,Mobile Wallet,Miscellaneous,deposit return,53,Income,TXN2684
13-12-2022,Cash,Domestic Help,carpenter,339,Expense,TXN2685
13-12-2022,Credit Card,Education,books,9283,Expense,TXN2686
13-12-2022,Debit Card,Financial Dues,mutual fund SIP,2071,Expense,TXN2687
13-12-2022,Mobile Wallet,Care Essentials,hair oil,469,Expense,TXN2688
13-12-2022,UPI,Groceries,spices,91,Expense,TXN2689
14-12-2022,Credit Card,Discretionary,shopping,930,Expense,TXN2690
14-12-2022,Debit Card,Stocks,securities profit,1606,Income,TXN2691
16-12-2022,Credit Card,Financial Dues,credit card bill,2678,Expense,TXN2692
16-12-2022,Credit Card,Stocks,mutual fund profit,923,Income,TXN2693
16-12-2022,Credit Card,Education,library fees,7774,Expense,TXN2694
16-12-2022,Mobile Wallet,Healthcare,eye checkup,333,Expense,TXN2695
17-12-2022,Cash,Groceries,jam,224,Expense,TXN2696
17-12-2022,Mobile Wallet,Care Essentials,soap,474,Expense,TXN2697
17-12-2022,Credit Card,Transportation,bike service,692,Expense,TXN2698
18-12-2022,Credit Card,Interest,recurring deposit,8999,Income,TXN2699
18-12-2022,Bank Transfer,Education,library fees,12144,Expense,TXN2700
18-12-2022,UPI,Miscellaneous,document fees,171,Expense,TXN2701
19-12-2022,Mobile Wallet,Groceries,veggies,68,Expense,TXN2702
19-12-2022,Debit Card,Groceries,non-veg items,725,Expense,TXN2703
20-12-2022,Credit Card,Enrichment,art supplies,993,Expense,TXN2704
20-12-2022,Debit Card,Financial Dues,PPF deposit,4628,Expense,TXN2705
20-12-2022,Mobile Wallet,Groceries,biscuits,191,Expense,TXN2706
22-12-2022,Cash,Groceries,yogurt,81,Expense,TXN2707
22-12-2022,Cash,Miscellaneous,courier charges,248,Expense,TXN2708
23-12-2022,Credit Card,Groceries,toiletries,3430,Expense,TXN2709
24-12-2022,Credit Card,Enrichment,magazine subscription,990,Expense,TXN2710
25-12-2022,Cash,Groceries,milk,291,Expense,TXN2711
25-12-2022,UPI,Rewards,discount voucher,58,Income,TXN2712
25-12-2022,UPI,Groceries,sugar,88,Expense,TXN2713
26-12-2022,Debit Card,Groceries,festival snacks,620,Expense,TXN2714
27-12-2022,UPI,Domestic Help,car cleaner,287,Expense,TXN2715
28-12-2022,Credit Card,Financial Dues,PPF deposit,2460,Expense,TXN2716
31-12-2022,Cheque,Education,project materials,10188,Expense,TXN2717
31-12-2022,UPI,Domestic Help,cook fees,171,Expense,TXN2718
02-01-2023,Cheque,Rent,HRA deducted from salary,13646,Expense,TXN2719
02-01-2023,Mobile Wallet,Transportation,bike service,273,Expense,TXN2720
03-01-2023,UPI,Groceries,festival snacks,418,Expense,TXN2721
04-01-2023,UPI,Domestic Help,driver salary,102,Expense,TXN2722
04-01-2023,Debit Card,Rent,security deposit received,7300,Income,TXN2723
04-01-2023,Credit Card,Enrichment,chess classes,858,Expense,TXN2724
04-01-2023,Bank Transfer,Salary,monthly salary,62201,Income,TXN2725
04-01-2023,Debit Card,Gifts,cash gift,648,Income,TXN2726
05-01-2023,Credit Card,Education,exam fees,3183,Expense,TXN2727
05-01-2023,Credit Card,Communication,internet bill,836,Expense,TXN2728
05-01-2023,Debit Card,Financial Dues,PPF deposit,3854,Expense,TXN2729
06-01-2023,Cash,Groceries,chutney,203,Expense,TXN2730
06-01-2023,UPI,Groceries,sugar,157,Expense,TXN2731
06-01-2023,Credit Card,Education,school supplies,8922,Expense,TXN2732
06-01-2023,Mobile Wallet,Groceries,dal,252,Expense,TXN2733
07-01-2023,Debit Card,Financial Dues,investment deposit,7038,Expense,TXN2734
07-01-2023,Debit Card,Communication,cable tv bill,550,Expense,TXN2735
07-01-2023,Credit Card,Healthcare,bandages,933,Expense,TXN2736
07-01-2023,Bank Transfer,Pension,pension credit,41322,Income,TXN2737
07-01-2023,Credit Card,Utilities,sewer charges,800,Expense,TXN2738
07-01-2023,Mobile Wallet,Rewards,credit card reward,122,Income,TXN2739
07-01-2023,Credit Card,Discretionary,concert tickets,592,Expense,TXN2740
08-01-2023,Mobile Wallet,Groceries,non-veg items,208,Expense,TXN2741
08-01-2023,Cash,Groceries,honey,100,Expense,TXN2742
09-01-2023,Credit Card,Interest,bond interest,9693,Income,TXN2743
09-01-2023,Cash,Groceries,tea,83,Expense,TXN2744
09-01-2023,Debit Card,Utilities,water bill,946,Expense,TXN2745
09-01-2023,Mobile Wallet,Communication,mobile recharge,236,Expense,TXN2746
10-01-2023,Debit Card,Education,school supplies,4516,Expense,TXN2747
10-01-2023,Credit Card,Utilities,electricity bill,724,Expense,TXN2748
10-01-2023,UPI,Groceries,veggies,282,Expense,TXN2749
11-01-2023,Debit Card,Utilities,gas bill,534,Expense,TXN2750
11-01-2023,Mobile Wallet,Domestic Help,dry cleaning,217,Expense,TXN2751
11-01-2023,Credit Card,Stocks,stock dividend,732,Income,TXN2752
11-01-2023,Credit Card,Communication,landline bill,596,Expense,TXN2753
12-01-2023,Credit Card,Financial Dues,personal loan EMI,9217,Expense,TXN2754
13-01-2023,Cash,Miscellaneous,insurance claim,376,Income,TXN2755
13-01-2023,Debit Card,Communication,DTH recharge,823,Expense,TXN2756
